V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,SC0_0,SC0_1,SC0_2,SC1_0,SC1_1,SC1_2,SC2_0,SC2_1,SC2_2,SC3_0,SC3_1,SC3_2,Pilot,Country,State,Cond,consent,ins2,PrimeIntro,HighPower,LowPower,VizTimer_1,VizTimer_2,VizTimer_3,VizTimer_4,HighPrompt,LowPrompt,Essay,WriteTimer_1,WriteTimer_2,WriteTimer_3,WriteTimer_4,AIinstrux,AI01energe,AI02moving,AI03nap,AI04workou,AI05rest,AI06work,AI07relax,WVStrust_1,WVStrust_2,WVStrust_3,WVStrust_4,WVStrust_5,WVStrust_6,TrustIntro,TrustGame_1,TrustResul,IRIintro,IRI01,IRI02,IRI03,IRI04,IRI05,IRI06,IRI07,RMEintro,RME01,RME02,RME03,RME04,RME05,RME06,RME07,RME08,RME09,RME10,subSES,usses,IMC,demo,gender,age,citizen,religion,ethnic2,ethnic2_TEXT,epo,youred,yyour,end,Debrief,Deb1,Deb2,Deb3,debrief,Q82,goforcode,errors,confusing,comments,LocationLatitude,LocationLongitude,LocationAccuracy,
R_3sv2eEyAFoyv6pE,Live,Anonymous,,,24.168.61.40,0,2016-01-11 12:14:35,2016-01-11 12:31:34,1,31,4.4285714285714,0.97590007294853,28,4,0,15,2.5,0.54772255750517,6,0.6,0.51639777949432,,United States,NY,0,1,1,1,,1,58.26,58.906,60.015,2,,1,"I was the general manger of an automotive group. The dealer president did not see everything the way I did. He had very short term success due to the fact he was marketing to only subprime customers. I had said for several months we need to also concentrate on our prime customers. However he did not listen. When business became slow, and we ran out of subprime customers it was my fault we were slow. I remember him scolding me for several minutes, his deep voice was always louder than most. This time it was even more elevated. I felt small, knowing all the other managers could hear him. I lost my job. It was not a great day, and he made me feel as though I was the failure, knowing months in advance we would one day have this issue. Letting him know in plenty of time to have avoided it. ",4.764,4.764,279.308,1,1,23,22,23,24,22,23,22,2,2,2,3,3,3,1,500,1,1,20,22,22,20,22,22,22,1,20,20,21,19,21,20,20,19,22,20,1,4,10,1,1,34,united states,na,3,,6,3,7,,1,"I think the purpose of this study is to get an idea of how much people trust each other without knowing them, by how well we read facial expressions. ",I think the purpose of the essay was to put our minds in a situation in which we felt as if we could not trust. It made us uneasy by setting our minds on a certain situation that we had no control not making us feel good about people. ,no,1,1,,,,,41.372894287109,-74.640701293945,-1,
R_1NtAZvkDlnnw8XK,Live,Anonymous,,,72.79.30.11,0,2016-01-11 12:20:17,2016-01-11 12:31:39,1,49,7,0,34,4.8571428571429,0.37796447300923,6,1,0,7,0.7,0.48304589153965,,United States,NJ,0,1,1,1,,1,16.686,51.72,60.022,19,,1,"My ex-girlfriend had so much power over me and i hated it. I knew i wore the pants in the relationship but she always belittled me. She was a doctor and i was still in college, and every time i had something to say she would always tell me, ""what do you know, your still in college"". Every time i tried making plans she would always change them and would tell me what to do. She would even tell me to come to her dorm even when she knew i had a test coming up the following day but she didnt care. All she wanted was her way. And i felt so stuck in that relationship. Thankfully i ended it before i came insane. ",4.818,201.299,213.972,3,1,25,25,19,25,19,25,19,1,1,1,1,1,1,1,1000,1,1,19,23,23,20,23,23,23,1,20,20,21,20,21,20,20,19,22,20,1,1,1,1,1,26,United States of America,Hindu,2,,6,4,7,,1,"I think the purpose would be, to find out how people think and how deeply they think about situations. ",I dont think so. ,Not at this moment ,1,1,,,,,40.80859375,-74.186897277832,-1,
R_1ClRSeqmiT93MV8,Live,Anonymous,,,173.220.247.75,0,2016-01-11 12:17:40,2016-01-11 12:32:16,1,29,4.1428571428571,1.0690449676497,28,4,0.57735026918963,13,2.1666666666667,1.16904519445,8,0.8,0.42163702135578,,United States,CT,0,1,1,1,,1,0,0,60.016,0,,1,"About a year ago, there was a position that opened up within my department that would allow me to work on a new team, have a new title, and a great salary with potential for bonuses. The only thing that was in my way was my supervisor whom I did have a great relationship with. Once I was aware of the position, I did approach my supervisor and let her know that I did want to apply for the position and did understand it would be a loss for her but would be a great opportunity for me. While she seemed really happy for me, she did get in the way of me obtaining it. She was more concerned with her own needs and wants for her team and did not want to lose me to another team within the company. While she did not directly state to me that she didn't want me to get the job, she made it impossible and piled on new projects that I could not possibly get this new position. It was a really trying time for me and I was trying to do my best on the projects, but it was all a distraction. I was devastated and the relationship between us is now ruined and I ended up leaving the company because of it. ",1.878,209.364,211.698,2,1,23,21,22,22,22,24,23,1,3,1,4,2,2,1,651,1,1,20,22,22,21,22,22,23,1,19,20,21,20,19,19,21,19,22,19,1,4,10,1,2,27,USA,Christian,6,,2,4,6,,1,I would think that this survey was about how people handled certain powerless situations and then see what personality traits may have attributed to them. ,"No, I don't think it affected them, but it helped me think about things. ",No,1,1,,,,,41.061004638672,-73.542900085449,-1,
R_1F5Fx6nuGQYhAIB,Live,Anonymous,,,73.185.186.221,0,2016-01-11 12:23:58,2016-01-11 12:33:22,1,34,4.8571428571429,1.7728105208558,27,3.8571428571429,0.69006555934235,10,1.6666666666667,0.51639777949432,7,0.7,0.48304589153965,,United States,MN,0,1,1,1,,1,0,0,60.004,0,,1,I felt as if i had control of the outcome.  They provided the power for opportunity and I know that I work well with others and can give a good impression.  I work well with others and know what it takes to get what I want.,3.356,3.356,42.899,1,1,23,22,19,20,19,22,21,1,2,1,2,2,2,1,1000,1,1,21,22,22,20,23,21,22,1,21,20,21,22,21,20,21,19,22,22,1,6,10,1,1,28,usa,mn,3,,4,4,2,,1,how we judge others,no,fun stuff,1,1,,,,,45.014099121094,-93.030502319336,-1,
R_D1z3MMnkEKVm7JL,Live,Anonymous,,,151.227.90.40,0,2016-01-11 12:05:31,2016-01-11 12:34:03,1,13,1.8571428571429,0.89973541084244,28,4,0.57735026918963,9,1.5,1.2247448713916,9,0.9,0.31622776601684,,United Kingdom,I9,1,1,1,1,1,,0,0,60.011,0,1,,"I was substitute teaching in a high school, where I was in charge of a classroom and how the class periods went, and overall was responsible for the students in my class. I was imagining one particular student I had during a class that was causing some problems, and I had to assert my power over him as the adult in the room and one in charge for his education that day. He was a football player with dark hair, dark eyes, and dark skin who refused to commit to working and focusing in class that day. I recall feeling annoyed that he was not able to focus on the easy assignment that day, and that he could not follow directions. By the end of the period I had butterflies in my stomach from being so frustrated, borderline angry at his disrespect for me as a person and a teacher. He was asked to complete an assignment that took a few minutes and then was allowed free time. He did not complete the worksheet and he continued to goof off and talk. By the end of the class I had to verbally remind him that he was not to be talking more than once, and I informed him how rude and disrespectful he was being during the class. I recall feeling so put off by his lack of care to better himself and to earn points for this assignment. I felt at a loss for how someone could care so little about their work, which affects their future, and how someone could be so rude to an adult and or teacher. ",3.285,420.858,422.691,31,1,21,20,25,20,25,21,25,1,1,1,4,1,1,1,250,1,1,20,23,22,20,22,22,21,1,19,20,21,20,21,20,21,19,22,22,1,4,10,1,2,26,Unites States,None at this time-Believe in a Higher Power,3,,5,5,4,,1,"To see how people react to others around them based off their background. I think the raffle ticket sharing was a main part of the study to see how generous and willing people are to give away something to someone else they have never met, i.e. the questions about how much do you trust someone you just met. Also to see how you react to someone and how they make you feel. ","I think it made me think about if how I felt about that particular person could be looked at against my other answers, to see how I respond to a type of person. I do not think the essay changed how I would have answered had I chose a different essay, or if I had not written one at all. ","This was a very interesting study to take, allowed me to think and analyze. Thank you. ",1,1,,,,,52.63330078125,1.3000030517578,-1,
R_1jNwP6U2UlZ1bUB,Live,Anonymous,,,72.181.229.234,0,2016-01-11 12:25:08,2016-01-11 12:34:20,1,21,3,2.0816659994661,32,4.5714285714286,0.78679579246944,14,2.3333333333333,1.0327955589886,9,0.9,0.31622776601684,,United States,TX,1,1,1,1,1,,0,0,60.009,0,1,,I was left in charge at work.  People kept asking me things I had no clue about.  I felt panicked and anxious.  Somehow I got us through the day without messing up.,6.341,18.653,73.281,3,1,21,20,25,19,19,21,22,3,4,1,2,2,2,1,298,1,1,19,23,23,21,23,22,23,1,19,20,21,20,21,20,21,19,22,20,1,7,10,1,1,27,United States of America,Athiest,6,Mixed,5,1,1,,1,How we perceive others while in a position of power,No,Nope,1,1,,,,,32.669998168945,-96.612800598145,-1,
R_27VHF73Y4QMxutQ,Live,Anonymous,,,73.7.235.127,0,2016-01-11 12:14:25,2016-01-11 12:34:32,1,43,6.1428571428571,1.2149857925879,30,4.2857142857143,1.1126972805284,15,2.5,1.2247448713916,9,0.9,0.31622776601684,,United States,GA,1,1,1,1,1,,0,0,60.02,0,1,,"While at work, I was coaching a customer service representative that was on my team. This was our second time meeting regarding her attendance. Due to her awful attendance, I was forced to inform her that I must put in the recommendation to terminate.  / I felt extremely awful because she was crying and pleading in an attempt to save her job. I had one to do also; therefore, my hands were tied. Seeing as how both verbal and written warnings were both documented, the only course of action was to terminate....which I did.",2.515,232.131,253.963,11,1,24,23,22,25,19,25,19,1,4,2,4,2,2,1,103,1,1,19,23,23,22,23,22,22,1,19,19,21,20,21,20,21,19,22,19,1,7,10,1,2,33,USA,Non-religious ,1,,7,4,4,,1,"The purpose of this study is to research how one perceives themselves in this society, be it socially, politically, economically, or spiritually. ",It shows how a person behaves when placed in a position of power. ,Great study!,1,1,,,,,33.905807495117,-84.180297851562,-1,
R_vDniw6yFcwYNfKV,Live,Anonymous,,,208.89.140.11,0,2016-01-11 12:18:27,2016-01-11 12:34:59,1,32,4.5714285714286,1.2724180205607,17,2.4285714285714,0.97590007294853,18,3,0.89442719099992,7,0.7,0.48304589153965,,United States,PA,1,1,1,1,1,,0,0,60.007,0,1,,I had the power to give this person a better grade than she deserved on a quiz. I felt that she should have studied harder and that it would be morally irresponsible for me to give her what she couldn't get herself. I did not amend her quiz grade as it seemed unfair to others.,4.465,4.465,139.163,1,1,22,22,19,22,23,23,21,2,4,2,4,3,3,1,0,1,1,21,20,21,22,22,19,20,1,19,19,21,20,21,21,20,19,22,19,1,3,10,1,1,23,US,none,2,,3,4,5,,1,study on empathy based on demographics,none whatsoever,no,1,1,,,,,40.572799682617,-79.724800109863,-1,
R_21sPT1FV6PO3fvU,Live,Anonymous,,,141.233.184.1,0,2016-01-11 12:26:05,2016-01-11 12:35:13,1,17,2.4285714285714,1.5118578920369,30,4.2857142857143,0.48795003647427,11,1.8333333333333,0.40824829046386,7,0.7,0.48304589153965,,United States,WI,0,1,1,1,,1,0,0,60.024,0,,1,"This person was constantly messaging me on Facebook and texting me to ask details about my boyfriend's life. They refused to leave me alone and they also happened to be my boss. This person used manipulative words and phrases to get me to do whatever they wanted, regardless of what I wanted to do. I was unable to do anything about it at the time because I needed the job and the money, and I could not have kept those without just dealing with this person. They emotionally abused me and got me to do anything they wanted me to, which was terrifying in and of itself.",2.631,2.631,114.8,1,1,20,20,25,19,21,20,22,1,2,2,2,2,2,1,300,1,1,20,23,22,20,23,22,22,1,19,22,21,21,19,20,21,19,22,19,1,7,10,1,2,21,United States,Agnostic,3,,6,3,1,,1,"I am not sure what the purpose of this study was, but I have a feeling it had something to do with activating one's feelings of mistrust (by using the visualization task in the beginning) and then seeing how they rated the emotions of the eyes shown, and then seeing how much they'd trust ""Other"" with the raffle tickets.","I don't really think so. If it did, I would have maybe been more likely to see some of the eyes with more negative emotions than positive ones. I don't really think it did, though.",Nope!,1,1,,,,,44.059906005859,-88.527801513672,-1,
R_1gCrOrxNewTTeao,Live,Anonymous,,,166.170.32.104,0,2016-01-11 12:22:10,2016-01-11 12:35:19,1,29,4.1428571428571,1.9518001458971,29,4.1428571428571,0.37796447300923,9,1.5,0.54772255750517,9,0.9,0.31622776601684,,United States,PA,0,1,1,1,,1,0,0,60.022,0,,1,I was up for a promotion at work. I had an interview with the district manager who would decide if I got the position. I was nervous and anxious,2.317,2.317,64.06,1,1,23,20,22,19,20,23,20,1,1,1,2,2,2,1,243,1,1,20,23,22,20,22,22,22,1,19,20,21,20,21,20,21,19,22,21,1,5,10,1,2,22,United States,Catholic,3,,5,3,4,,1,People's perceptions ,I believe it did. In the survey the survey taker had the power instead of the scenario where someone else had power,Interesting study,1,1,,,,,40.00520324707,-76.324600219727,-1,
R_3HG2QQ7G9VW3kzI,Live,Anonymous,,,75.143.192.163,0,2016-01-11 12:20:06,2016-01-11 12:35:38,1,23,3.2857142857143,1.7043362064927,27,3.8571428571429,0.37796447300923,9,1.5,0.54772255750517,7,0.7,0.48304589153965,,United States,MT,1,1,1,1,1,,0,0,60.025,0,1,,"My son had lost his privileged to use the computer due to not listening to me and cleaning up his toys. It was a punishments that made his horribly upset. Tears were streaming down his face and I felt awful. Being a parent means that you have to balance, making your children be well behaved and having them be well adjusted and happy. When he gets upset like that I feel like I am failing. I don't want him to be hurting. We snuggled and I chose not to use any electronics in front of him until his punishment period was over.",10.01,41.643,199.14,3,1,21,23,25,22,25,22,21,1,1,1,2,2,2,1,250,1,1,20,22,22,21,22,22,22,1,19,20,20,20,21,20,20,19,22,20,1,5,10,1,2,32,USA,Christian,3,,5,4,1,,1,It seems to be evaluating the general values of the person taking the study... including things like generosity and humbleness. ,I am sure it put me in a more generous mood and emotionally tired.,no,1,1,,,,,47.299392700195,-111.34410095215,-1,
R_1mmIP3xjowXHkKg,Live,Anonymous,,,67.197.114.69,0,2016-01-11 12:19:44,2016-01-11 12:36:18,1,38,5.4285714285714,2.1491969707422,30,4.2857142857143,0.75592894601845,16,2.6666666666667,0.81649658092773,8,0.8,0.42163702135578,,United States,SC,0,1,1,1,,1,0,0,60.008,0,,1,"I was getting ready to go to a girlfriend's house when my aunt came in my room and told me that I was not going to be going anywhere because my teacher contacted her and told her that I had written on a desk in school. I didn't do it and I felt very angry that I was being blamed for something I had nothing to do with. My neighbor in the class was the one who had been drawing all over the desks. I felt really helpless and alone. I felt like I wasn't being trusted. I felt very upset. When I wasn't able to go out, my girlfriend broke up with me, which made me even angrier.",3.078,186.101,198.496,7,1,23,24,19,19,19,23,19,4,3,2,3,2,2,1,300,1,1,20,23,23,21,23,22,22,1,21,20,21,20,21,20,21,19,22,21,1,5,10,1,1,27,USA,atheist,3,,6,2,2,,1,I think this study was created to see if people can predict how others will react or understand how people are feeling from their eyes?,I think it may have because I was searching for emotions I was just thinking about and they were fresh in my mind.,"No, but thanks for allowing me to partake! :)",1,1,,,,,35.012100219727,-80.882102966309,-1,
R_2V2pzTz3wLJCXDN,Live,Anonymous,,,67.87.122.141,0,2016-01-11 12:22:26,2016-01-11 12:36:52,1,24,3.4285714285714,1.1338934190277,26,3.7142857142857,0.95118973121134,10,1.6666666666667,0.51639777949432,6,0.6,0.51639777949432,,United States,NY,1,1,1,1,1,,54.447,57.822,60.013,3,1,,"I had a movie ticket to go to the movies with myself and one other person , two other people wanted to go to the movies with me. I had to choose who would go with me.  I had control over who would go with me when both wanted to and neither one of them wanted to pay for it.  I flipped a coin and one called heads and one called heads and the other got tails and the one who got heads won and got my fre ticket to go with me to the movies.",3.934,166.872,193.108,6,1,20,20,22,21,22,22,21,1,2,1,2,2,2,1,500,1,1,20,22,22,21,23,22,20,1,20,20,21,19,21,20,21,21,22,21,1,7,10,1,1,20,United States,undecided,5,,4,3,1,,1,"finding out about the preconceived notions of others that we have . by facial recognition, by questions and by charity",I don't know. it involved others and having power.  that may have had the same topic as other questions in this survey,thank you for letting me do this ,1,1,,,,,40.583297729492,-73.924003601074,-1,
R_3CHhH2StrRa4Yww,Live,Anonymous,,,174.55.226.83,0,2016-01-11 12:01:31,2016-01-11 12:37:08,1,19,2.7142857142857,1.7043362064927,29,4.1428571428571,0.37796447300923,19,3.1666666666667,0.75277265270908,7,0.7,0.48304589153965,,United States,PA,0,1,1,1,,1,0,0,60.026,0,,1,"When I was about 11 years old, my old foster parents called to ask if my mother was still drinking, and my mother answered the phone, drunk.  She gave me the phone, and stood over me while I talked to them, and got a knife out of the kitchen drawer.  They told me that all I needed to do was answer yes or no, and they could help me, but my mother was glaring at me, holding the knife to my face.  I was scared, nervous, didn't know what to do.  I knew if I answered yes, that something bad would happen, but I didn't want to lie, so I just said, ""I don't know.""  She never spoke, all she did was give me a look, as to say, ""Don't you dare sell me out"", and threatened me with the knife so that I knew she could hurt me.  ",5.149,276.421,434.361,5,1,21,21,24,19,25,24,23,4,3,2,4,3,3,1,1000,1,1,20,22,22,19,22,22,22,1,19,19,21,20,21,20,21,20,19,19,1,9,10,1,2,34,United States,Atheist,3,,7,3,1,,1,To obtain information about the relation between political views and socioeconomic status.,"The memory of my mother asserting her dominance over me gave me an opportunity to test my skills that I have been practicing in therapy for controlling my PTSD.  I felt a bit of a sick feeling in my stomach, but otherwise, I feel that I was able to answer the questions in the study as honestly as I would have been had I not been asked to write that essay, not only giving me proof of my recovery, but also giving your study valid results.","I believe the purpose of this study is affected by the initial essay, since subject's minds are easily altered by memories of times when they were less empowered.  That is to say, unless the purpose of the study is not what I had initially thought it was, which was a general political view/socioeconomic status study.  I am studying for my Bachelor's in Psychology, and have a goal to be a Research Associate in the future, which is my reason for participating in these studies.",1,1,,,,,40.20719909668,-76.847801208496,-1,
R_XtejWBoIc7ZmKOZ,Live,Anonymous,,,4.16.65.98,0,2016-01-11 12:27:15,2016-01-11 12:37:14,1,35,5,1,17,2.4285714285714,0.97590007294853,13,2.1666666666667,0.75277265270908,5,0.5,0.52704627669473,,United States,DC,0,1,1,1,,1,0,0,60.008,0,,1,"When I was a young kid in elementary school, I wanted to see a new movie in theaters, but would only be allowed to see the movie if I behaved well during my afterschool day care program. The daycare counselor would have to give a good report to my parents, if I got the good report, I could see the movie. I felt powerless, like I was being watched at every moment for the slightest slip up. So iI was very careful to mind my own business and be on my best behavior and act at all times like the day care counselor was watching.",25.868,25.868,134.767,1,1,22,23,20,22,20,22,20,1,2,2,3,2,3,1,44,1,1,21,21,20,23,22,20,20,1,19,22,21,22,21,21,21,21,22,20,1,5,10,1,1,21,usa,n/a,3,,3,4,6,,1,Attitudes and perceptions?,No,No. Thanks for the opportunity.,1,1,,,,,38.895095825195,-77.036399841309,-1,
R_1EijQiwCKBzjKRR,Live,Anonymous,,,75.186.133.60,0,2016-01-11 12:20:48,2016-01-11 12:37:43,1,34,4.8571428571429,1.5735915849389,27,3.8571428571429,0.89973541084244,15,2.5,1.0488088481702,6,0.6,0.51639777949432,,United States,OH,0,1,1,1,,1,0,0,60.014,0,,1,"It happened when i was seeing a guy i met while i was in college. Things were going pretty well for about 6 months. That semester, i was stressed out and finding school hard, and this made me eat uncontrollably and i gains a lot of weight. The guy i was seeing didn't seem to mind, but then, this freshman resumed and everything changed. She was a lot fashionable, skinnier and prettier. She was in one of my guys classes and before i knew what happened they began studying together and thats how i lost out. She had everything to attract any guy and thats how i lost him to her. This made me feel bad and i determined from then on to take care of myself.",49.616,78.274,316.431,3,1,24,22,19,21,21,24,23,1,3,2,4,3,2,1,616,1,1,20,22,22,22,23,22,22,1,19,19,22,20,21,19,22,19,22,19,1,5,6,1,2,30,USA,NONE,1,,4,3,3,,1,TO UNDERSTAND HOW PEOPLE FEEL IN DIFFERENT SITUATIONS,NO,NO,1,1,,,,,39.618194580078,-84.248802185059,-1,
R_3ssPsQm7H1IfTc6,Live,Anonymous,,,73.43.189.16,0,2016-01-11 12:24:16,2016-01-11 12:38:19,1,36,5.1428571428571,1.9518001458971,23,3.2857142857143,0.75592894601845,13,2.1666666666667,0.75277265270908,7,0.7,0.48304589153965,,United States,GA,1,1,1,1,1,,47.76,47.76,60.019,1,1,,"I drove on I-75 with one of my best friends couple years ago, I crashed with a big truck when I changed lane, and when I was the driver. I felt so scared when my car sinned on the side road of the highway. And, I also felt so guilty to involved my friend in this accident ",4.143,94.794,145.352,2,1,24,23,19,20,19,21,20,1,2,2,3,3,2,1,600,1,1,21,22,22,21,22,21,20,1,19,20,19,20,21,22,21,19,19,19,1,3,10,1,2,40,USA,NONE,2,,4,5,5,,1,How different people trust others,no,"no, thanks",1,1,,,,,34.026397705078,-84.699798583984,-1,
R_2tyPyMRAXctI9TJ,Live,Anonymous,,,76.122.8.83,0,2016-01-11 12:16:49,2016-01-11 12:39:59,1,30,4.2857142857143,1.4960264830862,23,3.2857142857143,0.95118973121134,11,1.8333333333333,0.75277265270908,9,0.9,0.31622776601684,,United States,FL,1,1,1,1,1,,0,0,60.014,0,1,,"My mother lived with me in the last few years of her life; I was her means of transportation and I shopped for her food, medicine etc.  Sometimes I felt tired of being responsible and just wanted to do my own thing but I really felt more frustrated I couldn't do more to make her happy.",6.367,115.227,171.29,2,1,22,24,23,20,22,23,20,1,3,1,2,2,2,1,99,1,1,20,22,22,22,20,21,22,1,19,20,21,20,21,20,21,19,21,19,1,7,10,1,2,59,United States,Latter-Day Saint (Mormon),3,,3,5,1,,1,"Not sure but guessing the link between how we feel about ourselves, or how we act when in control and how generous we are.  and how that's affected by politics and religion","no, not really",not really,1,1,,,,,29.686492919922,-81.695297241211,-1,
R_0PtAT7zPBmgS4ZH,Live,Anonymous,,,65.27.148.192,0,2016-01-11 12:29:24,2016-01-11 12:40:37,1,21,3,1.4142135623731,24,3.4285714285714,0.78679579246944,12,2,0.89442719099992,6,0.6,0.51639777949432,,United States,OH,0,1,1,1,,1,0,0,60.01,0,,1,At my previous job my boss had the power to give me a raise or not.  My evaluations always made me very nervous.  I felt like nothing I did during the time of an evaluation was good enough.  ,9.759,89.986,92.13,5,1,22,22,25,21,25,22,22,1,2,1,3,3,2,1,500,1,1,21,22,22,22,21,22,22,1,19,22,21,20,21,21,21,20,22,21,1,7,10,1,2,31,US,Christian,3,,4,4,4,,1,To maybe see how people would treat one another even as strangers.,No.,None,1,1,,,,,39.618194580078,-84.248802185059,-1,
R_1DO9sxh56mUgpHZ,Live,Anonymous,,,98.204.25.118,0,2016-01-11 12:30:32,2016-01-11 12:41:16,1,33,4.7142857142857,2.0586634591636,28,4,0.81649658092773,12,2,0.63245553203368,9,0.9,0.31622776601684,,United States,DC,1,1,1,1,1,,55.232,55.797,60.009,2,1,,"I was evaluating the performance of a co-worker who would be assuming about half of my job responsibilities in my job transition, and although she was slow to catch on, I gave her a good evaluation and ultimately felt very pleased with my decision.  ",2.114,2.114,76.158,1,1,23,24,20,19,19,23,23,1,2,2,2,3,2,1,872,1,1,20,21,23,21,23,22,22,1,19,20,22,20,21,20,21,19,22,19,1,3,10,1,2,27,USA,Agnostic,3,,6,4,3,,1,Studying of human behavior given a set of circumstances that would illicit a certain feeling/emotion,Not particularly,No,1,1,,,,,38.951995849609,-77.019996643066,-1,
R_UzoV5i358ZZOHmN,Live,Anonymous,,,98.177.216.137,0,2016-01-11 12:28:00,2016-01-11 12:41:47,1,35,5,0.81649658092773,27,3.8571428571429,0.37796447300923,14,2.3333333333333,0.81649658092773,8,0.8,0.42163702135578,,United States,AZ,1,1,1,1,1,,0,0,60.038,0,1,,"When my son wanted to get his learners permit for driving. I stipulated several goals he needed to successfully complete prior to my agreement. He did complete them successfully, but was irritated with me the whole time.",4.744,4.744,148.413,1,1,22,22,20,23,20,23,21,1,2,2,3,3,3,1,294,1,1,20,22,22,21,22,22,22,1,19,22,21,20,21,20,21,20,22,19,1,7,10,1,1,43,USA,none,3,,4,3,2,,1,"Political views, how income is perceived.",No,Still confused why essay was necessary when SURVEY didn't really reflect on it.,1,1,,,,,33.24870300293,-111.63430023193,-1,
R_3kNSq6r8VQnMVNb,Live,Anonymous,,,50.201.82.252,0,2016-01-11 12:32:48,2016-01-11 12:42:48,1,17,2.4285714285714,1.8126539343499,26,3.7142857142857,0.75592894601845,13,2.1666666666667,0.40824829046386,8,0.8,0.42163702135578,,United States,MD,1,1,1,1,1,,0,0,60.003,0,1,,I had power over my daughter to decide if she could go to a concert or not.  As a parent I felt concerned and worried about her well being.  As a person I could sympathize with her as she really wanted to go.  I can remember her being very upset when I told her she couldn't go and I felt that it was best for her to stay home.,7.641,7.641,93.259,1,1,19,19,21,19,22,19,22,2,2,2,3,2,2,1,330,1,1,20,22,22,20,22,22,20,1,19,22,21,20,21,20,20,19,22,19,1,8,10,1,2,38,united states,none,3,,6,2,4,,1,to think of our perception of other ppl,no,no,1,1,,,,,39.281997680664,-76.694900512695,-1,
R_3G2tn84yVwEZu7M,Live,Anonymous,,,75.18.227.27,0,2016-01-11 12:25:38,2016-01-11 12:42:50,1,17,2.4285714285714,1.2724180205607,20,2.8571428571429,0.69006555934235,17,2.8333333333333,0.75277265270908,5,0.5,0.52704627669473,,United States,CA,0,1,1,1,,1,0,0,60.046,0,,1,"A few years ago, I was pulled over for speeding.  I was on my way to work and I was running late.  The police officer was a white female.  She asked for my registration and license.  I explained to her I was late for work and if she can just let me go without writing me a ticket.  I promised I would never speed again.  Unfortunately she said no and gave me a ticket.  This incident made me late for work and I got written up.",26.292,224.416,467.644,5,1,20,20,24,19,24,21,21,2,2,3,4,3,3,1,400,1,1,22,21,21,22,21,21,22,1,20,19,21,22,21,20,20,22,22,19,1,7,10,1,2,36,USA,None,2,,4,3,4,,1,I have no idea.  Have a nice day.,No,No,1,1,,,,,37.670394897461,-121.93740081787,-1,
R_1n6hkV6nH5N8l1M,Live,Anonymous,,,98.214.149.112,0,2016-01-11 12:27:36,2016-01-11 12:43:28,1,13,1.8571428571429,0.89973541084244,29,4.1428571428571,0.69006555934235,16,2.6666666666667,1.0327955589886,9,0.9,0.31622776601684,,United States,IL,1,1,1,1,1,,52.821,52.821,60.007,1,1,,"I had power over hiring and firing people for a company I worked with.  In this specific event the person had already submitted their 2 weeks notice that they were moving away. The company had an internet policy that wasn't enforced, for any employee. As long as no one was slacking in their work or misusing the internet for inappropriate searches we didn't enforce the policy. The owners came to me with this employee's search history which indicated she had been researching colleges. She was fired the same day for breaking the internet policy, for no other reason than they didn't want to continue to pay her for two more weeks of work. I ended up leaving the company myself shortly after this happened because it left a very sour taste in my mouth for the company. ",3.015,211.057,268.257,6,1,21,21,25,20,25,20,25,1,3,2,4,3,3,1,901,1,1,20,22,22,21,23,22,23,1,19,20,21,20,21,20,20,19,22,19,1,8,10,1,2,33,USA,Agnostic,3,,7,3,4,,1,"To determine what groups of people would do based on their background. Who would give more to someone else based on their background be it educational, wealth etc. ",If the essay I wrote affected the study it is on the basis that I am empathetic and caring. At least that's what I think it would show. ,It was a very interesting study. ,1,1,,,,,40.757797241211,-89.609802246094,-1,
R_3ikz26NpPWIGzto,Live,Anonymous,,,71.168.74.115,0,2016-01-11 12:34:47,2016-01-11 12:43:49,1,18,2.5714285714286,1.5118578920369,28,4,0,15,2.5,0.54772255750517,10,1,0,,United States,ME,1,1,1,1,1,,0,0,60.034,0,1,,"A student of mine had missed several classes and I had to decide whether or not to give him a passing grade. Ultimately, I decided not to pass him and talked to him about the reasons why. He said he understood but was visibly upset. I was also upset because I knew that I had made the right decision but did not like seeing this student fail. ",3.131,3.131,67.999,1,1,20,20,24,20,24,20,20,2,3,2,3,3,2,1,250,1,1,20,22,22,20,22,22,22,1,19,20,21,20,21,20,21,19,22,19,1,5,10,1,1,28,United States of America,Humanist,3,,6,5,4,,1,To think about experiences and how they affect the way we perceive others. ,"Yes, I think it made me feel empathy. ",No.,1,1,,,,,44.123397827148,-69.831901550293,-1,
